text,labels
"tuấn có 52 tờ giấy màu, số giấy màu của huy bằng một nửa số giấy màu của tuấn. Hỏi huy có bao nhiêu tờ giấy màu?","comparison"
"tổng số bút của hai bạn là 75 cây, nga có 45 cây. Hỏi mai có bao nhiêu cây bút?","comparison"
"lớp có 50 học sinh, số học sinh đeo kính gấp bốn lần số học sinh không đeo kính. Hỏi có bao nhiêu học sinh không đeo kính?","comparison"
"rổ có 84 quả trứng, số trứng gà nhiều hơn số trứng vịt 28 quả. Hỏi có bao nhiêu quả trứng vịt?","comparison"
"hà có 44 que kem, số que kem của lan ít hơn của hà 16 que. Hỏi lan có bao nhiêu que kem?","comparison"
"tổng số vở của hai bạn là 54 quyển, hùng có 32 quyển. Hỏi minh có bao nhiêu quyển vở?","comparison"
"vườn có 200 cây, số cây cảnh bằng một phần năm tổng số cây. Hỏi có bao nhiêu cây cảnh?","comparison"
"giỏ có 70 quả cam, số cam ngọt nhiều hơn số cam chua 20 quả. Hỏi có bao nhiêu quả cam chua?","comparison"
"nam có 58 viên bi, số bi của tuấn bằng một nửa số bi của nam. Hỏi tuấn có bao nhiêu viên bi?","comparison"
"tổng số bút của hai bạn là 63 cây, lan có 37 cây. Hỏi hoa có bao nhiêu cây bút?","comparison"
"lớp có 45 học sinh, số học sinh nữ gấp hai lần số học sinh nam. Hỏi có bao nhiêu học sinh nam?","comparison"
"thùng có 92 quả táo, số táo đỏ nhiều hơn số táo xanh 24 quả. Hỏi có bao nhiêu quả táo xanh?","comparison"
"linh có 36 cái kẹp giấy, số kẹp giấy của nga ít hơn của linh 12 cái. Hỏi nga có bao nhiêu cái kẹp giấy?","comparison"
"tổng số vở của hai bạn là 51 quyển, an có 29 quyển. Hỏi bình có bao nhiêu quyển vở?","comparison"
"vườn có 160 cây, số cây ăn trái bằng một phần tư tổng số cây. Hỏi có bao nhiêu cây ăn trái?","comparison"
"giỏ có 76 quả cam, số cam loại 1 nhiều hơn số cam loại 2 là 28 quả. Hỏi có bao nhiêu quả cam loại 2?","comparison"
"huy có 46 viên bi, số bi của minh bằng một nửa số bi của huy. Hỏi minh có bao nhiêu viên bi?","comparison"
"tổng số bút của hai bạn là 69 cây, nga có 41 cây. Hỏi hà có bao nhiêu cây bút?","comparison"
"lớp có 55 học sinh, số học sinh đi xe đạp gấp bốn lần số học sinh đi bộ. Hỏi có bao nhiêu học sinh đi bộ?","comparison"
"thùng có 88 quả táo, số táo đỏ nhiều hơn số táo xanh 32 quả. Hỏi có bao nhiêu quả táo xanh?","comparison"
"mai có 34 cái nơ, số nơ của lan ít hơn của mai 14 cái. Hỏi lan có bao nhiêu cái nơ?","comparison"
"tổng số sách của hai bạn là 57 quyển, hùng có 33 quyển. Hỏi minh có bao nhiêu quyển sách?","comparison"
"vườn có 140 cây, số cây bóng mát bằng một phần năm tổng số cây. Hỏi có bao nhiêu cây bóng mát?","comparison"
"giỏ có 82 quả cam, số cam ngọt nhiều hơn số cam chua 26 quả. Hỏi có bao nhiêu quả cam chua?","comparison"
"tuấn có 54 tờ giấy màu, số giấy màu của nam bằng một nửa số giấy màu của tuấn. Hỏi nam có bao nhiêu tờ giấy màu?","comparison"
"tổng số bút của hai bạn là 72 cây, hoa có 43 cây. Hỏi lan có bao nhiêu cây bút?","comparison"
"lớp có 60 học sinh, số học sinh nữ gấp hai lần số học sinh nam. Hỏi có bao nhiêu học sinh nam?","comparison"
"rổ có 94 quả trứng, số trứng gà nhiều hơn số trứng vịt 38 quả. Hỏi có bao nhiêu quả trứng vịt?","comparison"
"hà có 42 cái kẹp tóc, số kẹp tóc của nga ít hơn của hà 18 cái. Hỏi nga có bao nhiêu cái kẹp tóc?","comparison"
"tổng số vở của hai bạn là 66 quyển, an có 38 quyển. Hỏi bình có bao nhiêu quyển vở?","comparison"
"vườn có 220 cây, số cây ăn quả bằng một phần tư tổng số cây. Hỏi có bao nhiêu cây ăn quả?","comparison"
"giỏ có 78 quả táo, số táo xanh nhiều hơn số táo đỏ 22 quả. Hỏi có bao nhiêu quả táo đỏ?","comparison"
"minh có 56 viên bi, số bi của tuấn bằng một nửa số bi của minh. Hỏi tuấn có bao nhiêu viên bi?","comparison"
"tổng số bút của hai bạn là 81 cây, mai có 47 cây. Hỏi hoa có bao nhiêu cây bút?","comparison"
"lớp có 65 học sinh, số học sinh đeo kính gấp ba lần số học sinh không đeo kính. Hỏi có bao nhiêu học sinh không đeo kính?","comparison"
"thùng có 86 quả cam, số cam loại 1 nhiều hơn số cam loại 2 là 30 quả. Hỏi có bao nhiêu quả cam loại 2?","comparison"
"linh có 38 que kẹo, số que kẹo của lan ít hơn của linh 16 que. Hỏi lan có bao nhiêu que kẹo?","comparison"
"tổng số sách của hai bạn là 63 quyển, hùng có 35 quyển. Hỏi minh có bao nhiêu quyển sách?","comparison"
"vườn có 240 cây, số cây cảnh bằng một phần sáu tổng số cây. Hỏi có bao nhiêu cây cảnh?","comparison"
"giỏ có 74 quả cam, số cam ngọt nhiều hơn số cam chua 18 quả. Hỏi có bao nhiêu quả cam chua?","comparison"
"nam có 62 viên bi, số bi của tuấn bằng một nửa số bi của nam. Hỏi tuấn có bao nhiêu viên bi?","comparison"
"tổng số bút của hai bạn là 87 cây, nga có 52 cây. Hỏi hà có bao nhiêu cây bút?","comparison"
"lớp có 70 học sinh, số học sinh nữ gấp bốn lần số học sinh nam. Hỏi có bao nhiêu học sinh nam?","comparison"
"thùng có 98 quả táo, số táo đỏ nhiều hơn số táo xanh 34 quả. Hỏi có bao nhiêu quả táo xanh?","comparison"
"hoa có 44 cái nơ, số nơ của lan ít hơn của hoa 20 cái. Hỏi lan có bao nhiêu cái nơ?","comparison"
"tổng số vở của hai bạn là 69 quyển, an có 40 quyển. Hỏi bình có bao nhiêu quyển vở?","comparison"
"vườn có 280 cây, số cây ăn trái bằng một phần bảy tổng số cây. Hỏi có bao nhiêu cây ăn trái?","comparison"
"giỏ có 72 quả cam, số cam loại 1 nhiều hơn số cam loại 2 là 24 quả. Hỏi có bao nhiêu quả cam loại 2?","comparison"
"tuấn có 58 tờ giấy màu, số giấy màu của huy bằng một nửa số giấy màu của tuấn. Hỏi huy có bao nhiêu tờ giấy màu?","comparison"
"tổng số bút của hai bạn là 93 cây, lan có 55 cây. Hỏi hoa có bao nhiêu cây bút?","comparison"
"lớp có 75 học sinh, số học sinh đi xe đạp gấp bốn lần số học sinh đi bộ. Hỏi có bao nhiêu học sinh đi bộ?","comparison"
"rổ có 96 quả trứng, số trứng gà nhiều hơn số trứng vịt 40 quả. Hỏi có bao nhiêu quả trứng vịt?","comparison"
"mai có 48 cái kẹp tóc, số kẹp tóc của nga ít hơn của mai 22 cái. Hỏi nga có bao nhiêu cái kẹp tóc?","comparison"
"tổng số sách của hai bạn là 72 quyển, hùng có 42 quyển. Hỏi minh có bao nhiêu quyển sách?","comparison"
"vườn có 300 cây, số cây bóng mát bằng một phần năm tổng số cây. Hỏi có bao nhiêu cây bóng mát?","comparison"
"giỏ có 84 quả cam, số cam ngọt nhiều hơn số cam chua 28 quả. Hỏi có bao nhiêu quả cam chua?","comparison"
"huy có 64 viên bi, số bi của minh bằng một nửa số bi của huy. Hỏi minh có bao nhiêu viên bi?","comparison"
"tổng số bút của hai bạn là 99 cây, hoa có 58 cây. Hỏi lan có bao nhiêu cây bút?","comparison"
"lớp có 80 học sinh, số học sinh nữ gấp ba lần số học sinh nam. Hỏi có bao nhiêu học sinh nam?","comparison"
"thùng có 102 quả táo, số táo đỏ nhiều hơn số táo xanh 36 quả. Hỏi có bao nhiêu quả táo xanh?","comparison"
"linh có 52 que kem, số que kem của lan ít hơn của linh 24 que. Hỏi lan có bao nhiêu que kem?","comparison"
"tổng số vở của hai bạn là 75 quyển, an có 44 quyển. Hỏi bình có bao nhiêu quyển vở?","comparison"
"vườn có 320 cây, số cây ăn quả bằng một phần tám tổng số cây. Hỏi có bao nhiêu cây ăn quả?","comparison"
"giỏ có 88 quả táo, số táo xanh nhiều hơn số táo đỏ 26 quả. Hỏi có bao nhiêu quả táo đỏ?","comparison"
"nam có 68 viên bi, số bi của tuấn bằng một nửa số bi của nam. Hỏi tuấn có bao nhiêu viên bi?","comparison"
"tổng số bút của hai bạn là 105 cây, nga có 62 cây. Hỏi hà có bao nhiêu cây bút?","comparison"
"lớp có 85 học sinh, số học sinh đeo kính gấp bốn lần số học sinh không đeo kính. Hỏi có bao nhiêu học sinh không đeo kính?","comparison"
"thùng có 108 quả cam, số cam loại 1 nhiều hơn số cam loại 2 là 36 quả. Hỏi có bao nhiêu quả cam loại 2?","comparison"
